yi	Yiddish	West Germanic	Hebr			
yo	Yoruba	Volta-Niger	Latn			
za	Zhuang	Tai	Latn, Hani			
zh	Chinese	Sino-Tibetan	Hani			
zu	Zulu	Nguni	Latn	isiZulu
aaa	Ghotuo	Edoid	Latn			
aab	Alumu-Tesu	Benue-Congo	Latn	Alumu, Tesu		
aac	Ari	Trans-New Guinea	Latn			
aad	Amal	Iwam	Latn			
aae	Arbëreshë Albanian	Albanian	Latn			
aaf	Aranadan	Dravidian	Mlym	Eranadan		
aag	Ambrak	Torricelli	Latn			
aah	Abu' Arapesh	Torricelli		Abu', Ua		
aai	Arifama-Miniafia	Western Oceanic		Arifama, Miniafia		
aak	Ankave	Trans-New Guinea	Latn	Angave		
aal	Afade	Central Chadic				
aan	Anambé	Tupian		Anambe		
aao	Algerian Saharan Arabic	Arabic	Arab			Yes
aap	Pará Arára	Cariban	Latn	Arára		
aaq	Penobscot	Algonquian	Latn	Eastern Abenaki, Eastern Abnaki		
aas	Aasax	Eastern Sudanic		Aasáx, Asa, Aramanik, Laramanik		
aat	Arvanitika Albanian	Albanian	Latn, Grek			
aau	Abau	Papuan	Latn			
aaw	Solong	Western Oceanic				
aax	Mandobo Atas	Trans-New Guinea				
aaz	Amarasi	Central Malayo-Polynesian				
aba	Abé	Kwa				
abb	Bankon	Benue-Congo				
abc	Ambala Ayta	Philippine				
abd	Camarines Norte Agta	Philippine	Latn			
abe	Abenaki	Algonquian	Latn	Western Abenaki, Abnaki, Western Abnaki		
abf	Abai Sungai	Malayo-Polynesian				
abg	Abaga	Trans-New Guinea				
abh	Tajiki Arabic	Arabic				
abi	Abidji	Kwa				
abj	Aka-Bea	Andamanese		Bea, Aka-Bea-da, Akabeada, Aka-Bia, Bia, Aka-Bia-da, Akabiada, Bojingiji		
abl	Abung	Malayo-Polynesian		Pepadun, Lampung Nyo		
abm	Abanyom	Bantoid	Latn			
abn	Abua	Benue-Congo				
abo	Abon	Bantoid				
abp	Abenlen Ayta	Philippine				
abq	Abaza	Abkhaz-Abaza	Cyrl			
abr	Abron	Kwa	Latn	Brong		
abs	Ambonese Malay	creole or pidgin				
abt	Ambulas	Papuan	Latn			
abu	Abure	Kwa				
abv	Baharna Arabic	Arabic	Arab	Bahrani Arabic		Yes
abw	Pal	Trans-New Guinea				
abx	Inabaknon	Sama-Bajaw				
aby	Aneme Wake	Trans-New Guinea	Latn			
abz	Abui	Trans-New Guinea	Latn			
aca	Achagua	Arawakan				
acb	Áncá	Bantoid				
acd	Gikyode	Kwa				
ace	Acehnese	Malayo-Sumbawan	Latn, Arab	Achinese, Atjehnese		
ach	Acholi	Eastern Sudanic	Latn	Acoli, Shuli, Acooli		
aci	Aka-Cari	Andamanese		Cari, Aka-Kari, Kari, Chariar		
ack	Aka-Kora	Andamanese		Kora		
acl	Akar-Bale	Andamanese		Bale, Bele, Akar-Bele, Balawa, Balwa, Bojingiji		
acm	Iraqi Arabic	Arabic	Arab	Mesopotamian Arabic		Yes
acn	Achang	Tibeto-Burman		Xiandao		
acp	Eastern Acipa	Benue-Congo				
acq	Ta'izzi-Adeni Arabic	Arabic	Arab	Southern Yemeni Arabic		Yes
acr	Achi	Mayan		Achí, Achi Maya, Cubulco Achi, Cubulco Achí, Cubulco Achi'		
acs	Acroá	Jê				
acu	Achuar	Jivaroan	Latn	Achuar-Shiwiar		
acv	Achumawi	Palaihnihan	Latn			
acw	Hijazi Arabic	Arabic	Arab	Hejazi Arabic, West Arabian Arabic		Yes
acx	Omani Arabic	Arabic	Arab			Yes
acy	Cypriot Arabic	Arabic				
acz	Acheron	Niger-Congo		Asheron		
ada	Adangme	Kwa	Latn	Dangme		
adb	Adabe	Trans-New Guinea				
add	Dzodinka	Bantoid				
ade	Adele	Kwa	Latn			
adf	Dhofari Arabic	Arabic	Arab			Yes
adg	Andegerebinha	Pama-Nyungan				
adh	Adhola	Eastern Sudanic				
adi	Adi	Tibeto-Burman				
adj	Adioukrou	Kwa	Latn	Adjukru, Adyoukrou, Adyukru, Ajukru		
adl	Galo	Tibeto-Burman		Gallong		
adn	Adang	Trans-New Guinea				
ado	Abu	Papuan	Latn			
adp	Adap	Tibeto-Burman				
adq	Adangbe	Kwa		Agotime		
adr	Adonara	Central Malayo-Polynesian				
ads	Adamorobe Sign Language	sign				
adt	Adnyamathanha	Southwest Pama-Nyungan	Latn			
adu	Aduge	Edoid	Latn			
adw	Amundava	Tupian				
adx	Amdo Tibetan	Tibeto-Burman		Amdo, Panang		
ady	Adyghe	Circassian	Cyrl	West Circassian		
adz	Adzera	Western Oceanic	Latn			
aea	Areba	Pama-Nyungan				
aeb	Tunisian Arabic	Arabic	Arab			Yes
aec	Saidi Arabic	Arabic	Arab	Sa'idi Arabic, Upper Egyptian Arabic, Upper Egypt Arabic		Yes
aed	Argentine Sign Language	sign				
aee	Northeast Pashayi	Dardic				
aek	Haeke	New Caledonian	Latn			
ael	Ambele	Bantoid				
aem	Arem	Austro-Asiatic				
aen	Armenian Sign Language	sign				
aeq	Aer	Indo-Aryan				
aer	Eastern Arrernte	Pama-Nyungan	Latn			
aes	Alsea			Yaquina, Yakwina, Alseya, Yakona		
aeu	Akeu	Loloish		Chepya		
aew	Ambakich	Papuan		Aion, Porapora		
aey	Amele	Trans-New Guinea				
aez	Aeka	Trans-New Guinea				
afb	Gulf Arabic	Arabic	Arab			Yes
afd	Andai	Papuan				
afe	Putukwam	Benue-Congo				
afg	Afghan Sign Language	sign				
afh	Afrihili	constructed				
afi	Akrukay	Papuan				
afk	Nanubae	Papuan				
afn	Defaka	Niger-Congo				
afo	Eloyi	Benue-Congo				
afp	Tapei	Papuan				
afs	Afro-Seminole Creole	creole or pidgin				
aft	Afitti	Eastern Sudanic				
afu	Awutu	Kwa		Efutu		
afz	Obokuitai	Papuan				
aga	Aguano					
agb	Legbo	Benue-Congo				
agc	Agatu	Atlantic-Congo				
agd	Agarabi	Kainantu-Goroka				
age	Angal	Trans-New Guinea				
agf	Arguni	Central Malayo-Polynesian				
agg	Angor	Trans-New Guinea	Latn			
agh	Ngelima	Bantu				
agi	Agariya	Munda				
agj	Argobba	Ethiopian Semitic	Ethi			
agk	Isarog Agta	Philippine				
agl	Fembe	Trans-New Guinea		Agala		
agm	Angaataha	Trans-New Guinea	Latn			
agn	Agutaynen	Philippine				
ago	Tainae	Trans-New Guinea				
agq	Aghem	Atlantic-Congo				
agr	Aguaruna	Jivaroan	Latn			
ags	Esimbi	Bantoid				
agt	Central Cagayan Agta	Philippine				
agu	Aguacateco	Mayan	Latn	Awakatek, Aguacatec		
agv	Remontado Agta	Philippine		Remontado Dumagat, Sinauna, Hatang Kayey		
agw	Kahua	Southeast Solomonic				
agx	Aghul	Lezghian	Cyrl	Agul		
agy	Southern Alta	Philippine				
agz	Mt. Iriga Agta	Philippine				
aha	Ahanta	Kwa				
ahb	Axamb	North-Central Vanuatu				
ahg	Qimant	Cushitic				
ahh	Aghu	Trans-New Guinea	Latn			
ahi	Tiagbamrin Aizi	Kru				
ahk	Akha	Loloish				
ahl	Igo	Kwa				
ahm	Mobumrin Aizi	Kru				
ahn	Àhàn	Benue-Congo		Ahan, Ahaan		
aho	Ahom	Tai				
ahp	Aproumu Aizi	Kru				
ahr	Ahirani	Indo-Aryan				
ahs	Ashe	Benue-Congo				
aht	Ahtna	North Athabaskan				
aia	Arosi	Southeast Solomonic	Latn			
aib	Aynu	Turkic		Ainu, Ainu (China)		
aic	Ainbai	Papuan				
aid	Alngith	Paman				
aie	Amara	Western Oceanic				
aif	Agi	Torricelli				
aig	Antigua and Barbuda Creole English	creole or pidgin				
aih	Ai-Cham	Tai-Kadai				
aii	Assyrian Neo-Aramaic	Aramaic	Syrc			
aij	Lishanid Noshan	Aramaic				
aik	Ake	Benue-Congo				
ail	Aimele	Trans-New Guinea				
aim	Aimol	Kukish				
ain	Ainu	isolate	Kana, Latn, Cyrl	Ainu (Japan)		
aio	Aiton	Southwestern Tai				
aip	Burumakok	Trans-New Guinea				
air	Airoran	Papuan				
ais	Nataoran Amis	Austronesian				
ait	Arikem	Tupian				
aiw	Aari	Omotic	Latn			
aix	Aighon	Western Oceanic				
aiy	Ali	Atlantic-Congo				
aja	Aja	Central Sudanic		Adja, Aja (Sudan)		
ajg	Adja	Kwa		Aja, Aja (Benin)		
aji	Ajië	New Caledonian	Latn			
ajn	Andajin		Latn			
ajp	South Levantine Arabic	Arabic	Arab			Yes
ajt	Judeo-Tunisian Arabic	Arabic	Hebr			
aju	Judeo-Moroccan Arabic	Arabic	Hebr			
ajw	Ajawa	West Chadic				
ajz	Amri Karbi	Tibeto-Burman				
akb	Angkola Batak	Batak	Latn, Batk	Batak Angkola		
akc	Mpur	Papuan				
akd	Ukpet-Ehom	Benue-Congo				
ake	Akawaio	Cariban	Latn	Acauayo, Acaguayo, Akawai, Acawai, Accawai		
akf	Akpa	Atlantic-Congo				
akg	Anakalangu	Central Malayo-Polynesian				
akh	Angal Heneng	Trans-New Guinea				
aki	Aiome	Papuan				
akj	Jeru	Andamanese		Aka-Jeru		
akk	Akkadian	East Semitic	Xsux			
akl	Aklanon	Philippine	Latn	Aklan, Akeanon		
akm	Aka-Bo	Andamanese	Latn	Ba, Bo		
ako	Akurio	Cariban				
akp	Siwu	Kwa				
akq	Ak	Papuan				
akr	Araki	North-Central Vanuatu	Latn			
aks	Akaselem	Gur				
akt	Akolet	Western Oceanic				
aku	Akum	Benue-Congo				
akv	Akhvakh	Avaro-Andian	Cyrl			
akw	Akwa	Bantu				
akx	Aka-Kede	Andamanese		Kede		
aky	Aka-Kol	Andamanese		Kol, Kawl, Aka-Kawl, Bojingiji		
akz	Alabama	Muskogean	Latn			
ala	Alago	Atlantic-Congo				
alc	Kawésqar	Alacalufan	Latn	Qawasqar, Alacaluf		
ald	Alladian	Kwa		Alladyan, Allagian, Alaguian		
ale	Aleut	Eskimo-Aleut	Latn	Aleutian		
alf	Alege	Benue-Congo				
alh	Alawa					
ali	Amaimon	Trans-New Guinea	Latn			
alj	Alangan	Philippine				
alk	Alak	Mon-Khmer				
all	Allar	Dravidian		Chatan		
alm	Amblong	North-Central Vanuatu				
aln	Gheg Albanian	Albanian	Latn			
alo	Larike-Wakasihu	Central Malayo-Polynesian				
alp	Alune	Central Malayo-Polynesian				
alq	Algonquin	Algonquian	Latn			
alr	Alutor	Chukotko-Kamchatkan	Cyrl			
alt	Southern Altai	Turkic	Cyrl	Southern Altay, Altai, Altay		
alu	'Are'are	Southeast Solomonic	Latn	Areare		
alw	Alaba	Cushitic	Latn	Alaba-K'abeena, Alaaba, K'abeena		
alx	Amol	Torricelli				
aly	Alyawarr	Pama-Nyungan	Latn			
alz	Alur	Eastern Sudanic				
ama	Amanayé	Tupian				
amb	Ambo	Bantoid				
amc	Amahuaca	Panoan				
ame	Yanesha'	Arawakan		Amuesha		
amf	Hamer-Banna	Omotic	Latn			
amg	Amurdag	Iwaidjan	Latn	Amarag		
ami	Amis	Austronesian	Latn			
amj	Amdang	Fur				
amk	Ambai	Halmahera-Cenderawasih	Latn	Wadapi-Laut		
aml	War-Jaintia	Austro-Asiatic				
amm	Ama	Left May	Latn	Ama (New Guinea), Ama (Papua New Guinea)		
amn	Amanab	Trans-New Guinea	Latn			
amo	Amo	Benue-Congo	Latn			
amp	Alamblak	Papuan	Latn			
amq	Amahai	Central Malayo-Polynesian				
amr	Amarakaeri					
ams	Southern Amami-Oshima	Ryukyuan				
amt	Amto	Papuan				
amu	Guerrero Amuzgo	Oto-Manguean	Latn	Amuzgo, Xochistlahuaca Amuzgo, Northern Amuzgo, Southern Amuzgo		
amv	Ambelau	Malayo-Polynesian				
amw	Western Neo-Aramaic	Aramaic				
amx	Anmatyerre	Pama-Nyungan	Latn	Namfau		
amy	Ami			Ame, Amijangal		
amz	Atampaya	Pama-Nyungan				
ana	Andaqui					
anb	Andoa	Zaparoan				
anc	Angas	West Chadic				
and	Ansus	Halmahera-Cenderawasih	Latn			
ane	Xârâcùù	New Caledonian				
anf	Animere	Kwa				
ang	Old English	West Germanic	Latinx	Anglo-Saxon		Yes
anh	Nend	Trans-New Guinea				
ani	Andi	Avaro-Andian	Cyrl			
anj	Anor	Papuan				
ank	Goemai	West Chadic				
anl	Anu	Tibeto-Burman		Khaungtso, Anu-Hkongso Chin		
anm	Anal	Kukish	Latn	Namfau		
ann	Obolo	Benue-Congo				
ano	Andoque	isolate	Latn			
anp	Angika	Indo-Aryan				
anq	Jarawa	Andamanese		Jarawa (India)		
anr	Andh	Indo-Aryan				
ans	Anserma					
ant	Antakarinya	Southwest Pama-Nyungan				
anu	Anuak	Eastern Sudanic				
anv	Denya	Bantoid				
anw	Anaang	Benue-Congo				
anx	Andra-Hus	Admiralty Islands				
any	Anyi	Kwa	Latn	Anyin		
anz	Anem					
aoa	Angolar	creole or pidgin	Latn			
aob	Abom	Trans-New Guinea				
aoc	Pemon	Cariban	Latn	Arekuna, Arecuna		
aod	Andarum	Papuan				
aoe	Angal Enen	Trans-New Guinea				
aof	Bragat	Torricelli				
aog	Angoram					
aoh	Arma					
aoi	Anindilyakwa	Arnhem	Latn	Enindhilyagwa		
aoj	Mufian	Torricelli				
aok	Arhö	New Caledonian				
aol	Alor	Malayo-Polynesian		Alorese		
aom	Ömie	Trans-New Guinea				
aon	Bumbita Arapesh	Torricelli				
aor	Aore	North-Central Vanuatu				
aos	Taikat	Papuan				
aot	A'tong	Tibeto-Burman		Atong, Atong (India)		
aou	A'ou	Tai-Kadai		Ayo, A'ou Gelao		
aox	Atorada	Arawakan				
aoz	Uab Meto	Central Malayo-Polynesian	Latn			
apb	Sa'a	Southeast Solomonic		South Malaita, Apae'aa		
apc	North Levantine Arabic	Arabic	Arab			Yes
apd	Sudanese Arabic	Arabic	Arab			Yes
ape	Bukiyip	Torricelli				
apf	Pahanan Agta	Philippine				
apg	Ampanang	Malayo-Polynesian				
aph	Athpare	Tibeto-Burman		Athpariya		
api	Apiaká					
apj	Jicarilla	Apachean	Latn	Jicarilla Apache		
apk	Plains Apache	Apachean	Latn	Kiowa Apache		
apl	Lipan	Apachean	Latn	Lipan Apache		
apm	Chiricahua	Apachean	Latn	Mescalero, Mescalero-Chiricahua Apache		
apn	Apinayé					
apo	Ambul	Western Oceanic				
app	Apma	North-Central Vanuatu	Latn			
apq	A-Pucikwar	Andamanese	Latn	Pucikwar, Puchikwar, Aka-Pucikwar, Pujjukar, Bójigiáb, Bojigiab, Bojigyab		
apr	Arop-Lokep					
aps	Arop-Sissano	Western Oceanic				
apt	Apatani	Tibeto-Burman				
apu	Apurinã	Arawakan				
apv	Alapmunte	Nambikwaran	Latn			
apw	Western Apache	Apachean	Latn			
apx	Aputai					
apy	Apalaí	Cariban	Latn	Apalai		
apz	Safeyoka					
aqc	Archi	Lezghian	Cyrl			
aqd	Ampari Dogon	Dogon	Latn			
aqg	Arigidi					
aqm	Atohwaim					
aqn	Northern Alta					
aqp	Atakapa					
aqr	Arhâ	New Caledonian				
aqt	Angaité					
aqz	Akuntsu	Tupian				
arc	Aramaic	Aramaic	Hebr, Armi, Syrc, Palm, Nbat	Imperial Aramaic, Official Aramaic, Biblical Aramaic		Yes
ard	Arabana	Karnic				
are	Western Arrernte	Pama-Nyungan	Latn			
arh	Arhuaco		Latn	Ika		
ari	Arikara	Caddoan				
arj	Arapaso					
ark	Arikapú					
arl	Arabela	Zaparoan	Latn			
arn	Mapudungun	Araucanian	Latn			
aro	Araona	Tacanan	Latn			
arp	Arapaho	Algonquian	Latn			
arq	Algerian Arabic	Arabic	Arab			Yes
arr	Arara-Karo			Karo, Karo (Brazil)		
ars	Najdi Arabic	Arabic	Arab			Yes
